State,Datetime,AnomalyScore,AnomalyState,PID,Algorithm,DataDatetime,CPU(%),RAM(%),RDISK(Bytes),WDISK(Bytes),TOTALTIME(s)
Positivo,1714240645,-1.0054720843684,1,225145,svm,1714240645,351.47,3.42,903493,25304,225.45999999999913
Positivo,1714240647,-1.0054720843684,1,225145,svm,1714240647,351.57,4.39,903774,25585,227.45999999999913
Positivo,1714240649,-1.0054720843684,1,225145,svm,1714240649,351.78,4.93,903985,25796,229.45999999999913
Positivo,1714240651,-1.0054720843684,1,225145,svm,1714240651,352.1,4.39,904278,26089,231.45999999999913
Positivo,1714240653,-1.0054720843684,1,225145,svm,1714240653,352.33,4.96,904463,26274,233.45999999999913
Positivo,1714240594,-1.0054720843684,1,225150,svm,1714240594,0.71,1.56,881151,770,174.41999999999825
Positivo,1714240596,-1.0054720843684,1,225150,svm,1714240596,0.7,1.56,881151,770,176.41999999999825
Positivo,1714240598,-1.0054720843684,1,225150,svm,1714240598,0.69,1.56,881151,770,178.41999999999825
Positivo,1714240600,-1.0054720843684,1,225150,svm,1714240600,0.69,1.56,881151,770,180.41999999999825
Positivo,1714240602,-1.0054720843684,1,225150,svm,1714240602,0.68,1.56,881151,770,182.41999999999825
Positivo,1714240604,-1.0054720843684,1,225150,svm,1714240604,0.67,1.56,881151,770,184.41999999999825
Positivo,1714240606,-1.0054720843684,1,225150,svm,1714240606,0.67,1.56,881153,772,186.41999999999825
Positivo,1714240608,-1.0054720843684,1,225150,svm,1714240608,0.66,1.56,881153,772,188.41999999999825
Positivo,1714240611,-1.0054720843684,1,225150,svm,1714240611,0.65,1.56,881153,772,190.41999999999825
Positivo,1714240613,-1.0054720843684,1,225150,svm,1714240613,0.64,1.56,881153,772,192.41999999999825
